"Name","Type","objectTypeName","inheritedObjectTypeName","ActiveDirectoryRight","AccessControl","IdentityReferenceName","OwnerName","DistinguishedName","Owner","ActiveDirectoryRights","InheritanceType","ObjectType","InheritedObjectType","ObjectFlags","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags"
"Lab Users","OU","All","All","ListChildren","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Lab Users,DC=sos,DC=labs","sos\Domain Admins","ListChildren","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","None"
"Lab Users","OU","All","All","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","Allow","BUILTIN\Administrators","sos\Domain Admins","OU=Lab Users,DC=sos,DC=labs","sos\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Administrators","True","ContainerInherit","None"
"Priv Accounts","OU","All","All","DeleteTree, Delete","Deny","Everyone","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","DeleteTree, Delete","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Deny","Everyone","False","None","None"
"Priv Accounts","OU","All","All","GenericRead","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","None","None"
"Priv Accounts","OU","All","All","GenericRead","Allow","NT AUTHORITY\Authenticated Users","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","None","None"
"Priv Accounts","OU","All","All","GenericAll","Allow","NT AUTHORITY\SYSTEM","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","None","None"
"Priv Accounts","OU","All","All","GenericAll","Allow","sos\Domain Admins","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","sos\Domain Admins","False","None","None"
"Priv Accounts","OU","User","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967aba-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Priv Accounts","OU","Group","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967a9c-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Priv Accounts","OU","Computer","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967a86-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Priv Accounts","OU","inetOrgPerson","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","4828cc14-1437-45bc-9b07-ad6f015e5f28","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Priv Accounts","OU","Print-Queue","All","CreateChild, DeleteChild","Allow","BUILTIN\Print Operators","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967aa8-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Print Operators","False","None","None"
"Priv Accounts","OU","User-Account-Restrictions","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","User-Account-Restrictions","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","User-Logon","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","User-Logon","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","Membership","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","Membership","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","General-Information","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","59ba2f42-79a2-11d0-9020-00c04fc2d3cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","General-Information","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","59ba2f42-79a2-11d0-9020-00c04fc2d3cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","RAS-Information","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","RAS-Information","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","All","inetOrgPerson","GenericRead","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","4828cc14-1437-45bc-9b07-ad6f015e5f28","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","All","Group","GenericRead","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967a9c-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","All","User","GenericRead","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967aba-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","Allow","sos\Key Admins","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","sos\Key Admins","True","ContainerInherit","None"
"Priv Accounts","OU","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","Allow","sos\Enterprise Key Admins","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","sos\Enterprise Key Admins","True","ContainerInherit","None"
"Priv Accounts","OU","DS-Validated-Write-Computer","Computer","Self","Allow","CREATOR OWNER","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","Self","Descendents","9b026da6-0d3c-465c-8bee-5199d7165cba","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","CREATOR OWNER","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","DS-Validated-Write-Computer","Computer","Self","Allow","NT AUTHORITY\SELF","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","Self","Descendents","9b026da6-0d3c-465c-8bee-5199d7165cba","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","Token-Groups","Computer","ReadProperty","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","Token-Groups","Group","ReadProperty","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967a9c-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","Token-Groups","User","ReadProperty","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","b7c69e6d-2cc7-11d2-854e-00a0c983f608","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","ms-TPM-OwnerInformation","Computer","WriteProperty","Allow","NT AUTHORITY\SELF","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","WriteProperty","Descendents","aa4e1a6d-550d-4e05-8c35-4afcb917a9fe","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","ms-TPM-Tpm-Information-For-Computer","Computer","WriteProperty","Allow","NT AUTHORITY\SELF","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","WriteProperty","Descendents","ea1b7b93-5e48-46d5-bc6c-4df4fda78a35","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","InheritOnly"
"Priv Accounts","OU","ms-DS-Allowed-To-Act-On-Behalf-Of-Other-Identity","All","ReadProperty, WriteProperty","Allow","NT AUTHORITY\SELF","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty, WriteProperty","All","3f78c3e5-f79a-46bd-a0b8-9d18116ddc79","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","None"
"Priv Accounts","OU","Private-Information","All","ReadProperty, WriteProperty, ExtendedRight","Allow","NT AUTHORITY\SELF","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ReadProperty, WriteProperty, ExtendedRight","All","91e647de-d96f-4b70-9557-d63ff4f3ccd8","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","NT AUTHORITY\SELF","True","ContainerInherit","None"
"Priv Accounts","OU","All","All","GenericAll","Allow","sos\Enterprise Admins","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","GenericAll","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","sos\Enterprise Admins","True","ContainerInherit","None"
"Priv Accounts","OU","All","All","ListChildren","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","ListChildren","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","None"
"Priv Accounts","OU","All","All","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","Allow","BUILTIN\Administrators","sos\Domain Admins","OU=Priv Accounts,DC=sos,DC=labs","sos\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","BUILTIN\Administrators","True","ContainerInherit","None"
"Workstations","OU","All","All","DeleteTree, Delete","Deny","Everyone","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","DeleteTree, Delete","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Deny","Everyone","False","None","None"
"Workstations","OU","All","All","GenericRead","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS","False","None","None"
"Workstations","OU","All","All","GenericRead","Allow","NT AUTHORITY\Authenticated Users","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\Authenticated Users","False","None","None"
"Workstations","OU","All","All","GenericAll","Allow","NT AUTHORITY\SYSTEM","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","NT AUTHORITY\SYSTEM","False","None","None"
"Workstations","OU","All","All","GenericAll","Allow","sos\Domain Admins","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","sos\Domain Admins","False","None","None"
"Workstations","OU","ms-Mcs-AdmPwdExpirationTime","Computer","ReadProperty, WriteProperty","Allow","NT AUTHORITY\SELF","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty, WriteProperty","Descendents","bb5c77d3-b74a-4a5a-b3a2-f6bae01b66e0","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","False","ContainerInherit","InheritOnly"
"Workstations","OU","ms-Mcs-AdmPwd","Computer","WriteProperty","Allow","NT AUTHORITY\SELF","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","WriteProperty","Descendents","651f50e7-11e7-4b20-a9e6-04c33f52e5d8","bf967a86-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","NT AUTHORITY\SELF","False","ContainerInherit","InheritOnly"
"Workstations","OU","User","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967aba-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Workstations","OU","inetOrgPerson","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","4828cc14-1437-45bc-9b07-ad6f015e5f28","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Workstations","OU","Group","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967a9c-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Workstations","OU","Computer","All","CreateChild, DeleteChild","Allow","BUILTIN\Account Operators","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967a86-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Account Operators","False","None","None"
"Workstations","OU","Print-Queue","All","CreateChild, DeleteChild","Allow","BUILTIN\Print Operators","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","CreateChild, DeleteChild","None","bf967aa8-0de6-11d0-a285-00aa003049e2","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","BUILTIN\Print Operators","False","None","None"
"Workstations","OU","User-Account-Restrictions","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","User-Account-Restrictions","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","4c164200-20c0-11d0-a768-00aa006e0529","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","User-Logon","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","User-Logon","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","5f202010-79a5-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","Membership","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","Membership","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","bc0ac240-79a9-11d0-9020-00c04fc2d4cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","General-Information","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","59ba2f42-79a2-11d0-9020-00c04fc2d3cf","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","General-Information","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","59ba2f42-79a2-11d0-9020-00c04fc2d3cf","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","RAS-Information","inetOrgPerson","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","4828cc14-1437-45bc-9b07-ad6f015e5f28","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","RAS-Information","User","ReadProperty","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty","Descendents","037088f8-0ae1-11d2-b422-00a0c968f939","bf967aba-0de6-11d0-a285-00aa003049e2","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","All","inetOrgPerson","GenericRead","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","4828cc14-1437-45bc-9b07-ad6f015e5f28","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","All","Group","GenericRead","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967a9c-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","All","User","GenericRead","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","GenericRead","Descendents","00000000-0000-0000-0000-000000000000","bf967aba-0de6-11d0-a285-00aa003049e2","InheritedObjectAceTypePresent","Allow","BUILTIN\Pre-Windows 2000 Compatible Access","True","ContainerInherit","InheritOnly"
"Workstations","OU","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","Allow","sos\Key Admins","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","sos\Key Admins","True","ContainerInherit","None"
"Workstations","OU","ms-DS-Key-Credential-Link","All","ReadProperty, WriteProperty","Allow","sos\Enterprise Key Admins","sos\Domain Admins","OU=Workstations,DC=sos,DC=labs","sos\Domain Admins","ReadProperty, WriteProperty","All","5b47d60f-6090-40b2-9f37-2a4de88f3063","00000000-0000-0000-0000-000000000000","ObjectAceTypePresent","Allow","sos\Enterprise Key Admins","True","ContainerInherit","None"
